country,slope_p25,slope_p50,slope_p75,slope_mid,concavity,n_stud,n_school,pv_math_mean,hwk_mean,study_mean,escs_mean,east_asia,nordic,oecd,region,n_schools,schsize_mean,stratio_mean,private_share,abgmath_mean,stubeha_mean,mactiv_mean,edushort_mean,clsize_mean,escs_btw_var,exam_pressure_z,stratification_z,resource_z
KSV,17.460474985056976,12.544383612369757,-1.2761077618815193,9.57625027851507,18.736582746938495,6027,229,354.9624438264088,2.0089491018760146,6.747239831478326,-0.3432331768521614,0,0,0,Non-OECD,229,787.3308021520893,13.888870217722856,0.05730938242334919,2.2256790975569336,0.3917561423109764,2.8068097134753267,0.9957009377808329,24.9214099942528,0.1604146600164224,-0.6750561646092408,-1.5020245385136248,-1.5268020345990256
LTU,1.331408325125949,-1.4434991220311415,-9.08312151551985,-3.0650707708083473,10.414529840645798,7257,292,475.1467619772571,1.995000935605318,6.439495618857025,0.0522950661242306,0,0,1,OECD (other),292,534.395462018921,11.686657297028898,0.040881708035573616,2.349272239021961,-0.44405202522779424,3.534447627663323,-0.27127656319326854,24.666426083817125,0.24289533558201434,2.3725659694543992,-1.0778678942884927,1.1609188983854908
LVA,-0.5082259237323683,-0.5082259237323683,-3.823641418160719,-1.6133644218751515,3.3154154944283505,5373,225,483.1594552018177,1.7695900563636002,5.811560083579887,-0.00948252342791961,0,0,1,OECD (other),225,663.5416209886002,10.8326676174834,0.011008790484313831,2.318436468611781,0.2349682509683353,3.4647672075003406,0.27993539129376915,22.070111677468535,0.18974028339571677,0.7376782631323806,-1.564587073414295,0.33431017367367016
MAC,10.376228039747616,4.48547272173505,-11.602280316167366,1.0864734817717665,21.978508355914983,4384,46,551.923153064622,2.1435891530412836,6.827181895229123,-0.4488941210209979,1,0,0,East Asia,46,1423.5409099001502,11.623198679734582,NA,1.8814160150900654,-0.3630823566544666,4.218849383053589,-0.014371819482958903,30.900858508696732,0.26059901662514773,1.2223433473359342,NA,0.7123847909656185
MAR,7.549180558423586,6.087080724651173,1.905258713135083,5.180506665403281,5.643921845288503,6867,178,364.7662406960325,2.4522029255162527,6.593202594535893,-1.784536001667121,0,0,0,Non-OECD,178,1123.9372440230652,27.408465500706427,0.09985437780665833,2.194670502218143,0.8097323450879425,2.5879055606178945,1.2575345924665149,35.32191461701335,0.5808686823375316,-1.9226476420770782,1.3261471992160638,-4.553081718203915
MDA,9.920971538974245,6.420118140906311,-3.48235480931595,4.286244956854868,13.403326348290197,6235,265,414.1980631976305,1.9948904277358837,7.251705097933039,-0.522542343064163,0,0,0,Non-OECD,265,582.8312998280294,14.40260068138148,0.01748090403959715,2.2392519617233417,0.05620459380127619,1.8058761517963111,NA,25.914059192932392,0.2975867952784769,-1.0288748670289278,-0.8625791081707243,NA
MEX,14.14410668436676,11.211850721392864,2.823335872864675,9.393097759541432,11.320770811502085,6288,280,395.0299192187102,2.3595051499090336,6.856508538300546,-0.9524373255716472,0,0,1,OECD (other),280,1066.3301429337312,31.59066591037719,0.12757048179379965,2.35832026607274,0.38789770954105185,2.1661273106192587,0.3355605276806683,37.97909289378533,0.46868684765734503,-0.8880086996251904,0.7775867740275624,-3.691284268920333
MKD,10.826650649244186,10.826650649244186,7.140053291279457,9.597784863255944,3.686597357964729,6610,111,388.5755067832621,1.8638921403088031,6.429357425364054,-0.27981664973100984,0,0,0,Non-OECD,111,903.5481281065408,13.498639079342988,0.023613845528590617,2.509854701187838,NA,3.445153360975909,0.23016874973408216,25.88328237724061,0.15956390843677182,NA,-1.684990415186971,-0.08068128221389098
MLT,23.18922569972665,15.025613203496164,-7.694952034748496,10.173295622824773,30.884177734475145,3127,46,466.0161129110568,1.984520440316532,5.395913241147016,0.01924946963891799,0,0,0,Non-OECD,46,495.49499715319956,6.468684080241319,0.4586366865912145,2.6147263244433936,0.07353254714274564,1.480929357236506,-0.5394339505169472,19.802234645020153,0.19943190741744365,-0.030257745485795184,0.8560490443403654,2.62848140321465
MNE,17.27764909923809,17.27764909923809,12.239823264431775,15.598373820969318,5.0378258348063145,5793,63,405.60117333799366,1.803285362292394,5.760100986040516,-0.20551682878287,0,0,0,Non-OECD,63,804.7466938533386,11.471984228879894,NA,2.3864880684220315,-0.4018403739617438,3.556601217273496,0.6717571392603771,24.90780803897714,0.14457418251162538,2.446202710265401,NA,-0.4889936673894575
MNG,13.821747501535183,11.195733344851476,3.596347870170291,9.537942905518983,10.225399631364892,6999,195,424.5931285428447,2.354119077126432,7.134720311731205,-0.7291488625589954,0,0,0,Non-OECD,195,1663.620236399999,19.562901442001884,0.10864735130426968,2.2783417122352603,0.0765971184833455,3.231712657053294,1.0871773280675485,30.827571479863632,0.4044437841712347,0.6646776485638372,0.2799462474022793,-2.7638929127540757
MYS,16.616832209678932,16.616832209678932,7.205111060672664,13.479591826676844,9.411721149006269,7069,199,408.6874321942563,2.4533543958604778,6.733138162927758,-0.6848914977984744,0,0,0,Non-OECD,199,1216.8585354513734,12.436271980637487,0.06717608536477647,2.5462019122466106,-0.37623443031419473,4.130685389294395,-0.12919665302672106,29.729457225251497,0.3132630058121179,3.627221108660699,-0.5034255174707953,0.7644501440834954
NLD,25.974395074725063,25.974395074725063,12.882446034039958,21.610412061163363,13.091949040685105,5046,154,492.6756389784962,1.7042317347207312,4.639463558294436,0.25346078228009306,0,0,1,OECD (other),154,1010.7667597815401,16.729962262868465,0.5306999912933669,2.2448205805056767,0.651650129921593,1.9350120648938407,-0.5206207652031012,24.84422025541231,0.1899541517137364,-2.1287991442539376,1.1773889509401654,0.6540808733437904
NZL,14.68835429509994,14.68835429509994,9.98874581579014,13.121818135330006,4.6996084793098,4682,169,479.0741934523778,1.4824864382255367,3.512481667364972,0.21906359919765703,0,0,1,OECD (other),169,NA,14.610578407877343,0.0635422276484761,2.248581849126974,0.35494670703318093,3.436033322953135,-0.5096846036157396,25.256517291918623,0.18896440804574732,0.19065958387390247,-1.292350799262719,1.0353071328296535
PAN,6.654496113756807,5.976636558925463,3.825681905885574,5.485604859522614,2.8288142078712326,4544,215,356.57350391859563,2.430084404667868,7.1767691331962835,-0.9467632798211756,0,0,0,Non-OECD,215,1543.5591661900787,16.63616528983296,0.16398011198830223,2.5444001921249972,0.07866307177969914,2.0035855005432506,0.5043445315348228,32.009395995991994,0.6924849301884182,0.28029926165726937,2.3555435751594223,-1.1655657523943892
PER,11.311927173595793,11.311927173595793,4.723140165759446,9.115664837650344,6.588787007836347,6968,336,391.23578464022944,2.540551876515324,7.171192860547742,-1.1534973668700967,0,0,0,Non-OECD,336,702.1330468990757,19.45972350760248,0.2401195670820904,2.452671772816717,0.18672511281643367,1.8763509773291216,0.5451900323851238,28.015731549665464,0.7371242418373632,-0.43278764939444125,3.033518038745442,-1.7727952444196093
PHL,9.589841509208156,8.719569907779146,5.924543185321966,8.077984867436422,3.6652983238861903,7193,188,354.7197127888579,2.515598305723145,6.4882555890022955,-1.3379003723399463,0,0,0,Non-OECD,188,2657.6128870740126,29.549219452447396,0.16581728785346414,2.450922901210142,0.10327061746244996,2.5461979994458472,0.7075035699199858,42.74140798109189,0.2876335009848917,0.4855541082153993,-0.14194924526562144,-3.971950663709534
POL,9.036300534420832,9.036300534420832,4.117549770562903,7.396716946468189,4.918750763857929,6011,240,488.9600537637015,1.815381395670944,4.92734579232336,-0.10514068515163943,0,0,1,OECD (other),240,528.9873754066888,10.371461324140432,0.06902890150848336,1.9925964581379871,-0.08697623029478484,3.0510123208811923,-0.3658502071783417,28.28025245522785,0.272381196538882,-0.25352496721517676,-0.746829107978438,1.5791925538089948
PRT,10.638600116362454,10.638600116362454,6.078933228251685,9.118711153658865,4.559666888110769,6793,224,471.9105221057486,1.7754893120686892,5.266423335082511,-0.22635525994346117,0,0,1,OECD (other),224,1603.7805905414639,10.403297583144294,0.14981581164906851,2.1470718201082817,0.18135854865355044,3.265999084102839,0.24490846255246282,24.596408364522183,0.3099403944665793,-0.008364730490110883,-0.0881917868256512,0.4783056587546422
PRY,15.964321990992971,9.645513623089414,-7.692613903579229,5.9724072368343855,23.6569358945722,5084,281,337.53975043615014,2.3684620817440836,6.562226224032013,-1.2449073955603194,0,0,0,Non-OECD,281,514.9650084128681,16.55323155672142,0.1604337729785461,1.5512283380239502,-0.40380348603474364,0.9030459318545474,0.4918552346036459,29.970577149633915,0.6273743850322375,-3.621249459439553,1.933622156536632,-1.1274921005559597
PSE,-2.0352596883564047,-2.0352596883564047,-3.0483903034403284,-2.3729698933843792,1.0131306150839237,7905,273,365.7466764424854,1.8270974280776553,7.068780929670047,-0.9119491977041476,0,0,0,Non-OECD,273,585.316626661766,19.72752361248012,0.05852641171829859,2.4779337961805386,0.5854671779508881,2.754940113373383,1.1446105805890852,36.28513815404096,0.19594618458021634,-0.2051329552529788,-1.2755652372619415,-2.8979839737112605
QAT,11.920802506539983,11.920802506539983,-2.7070797215660036,7.044841763837987,14.627882228105989,7676,229,414.1062217855216,1.977628505881774,6.037051565930499,0.10747423028135136,0,0,0,Non-OECD,229,1463.3606841786307,12.491536141525033,0.47204162505267666,2.5007370824841875,-1.240327327399295,4.003871680293318,-0.9336080110558155,29.73392946882716,0.21377865834812323,5.151815381650909,1.0155887130743286,2.1960121760463323
QAZ,16.63265543661163,10.6548102455273,2.05233630158665,9.779933994575192,14.58031913502498,7720,199,396.8822928708398,2.7596532139073857,6.730170136081799,-0.5093424757669788,0,0,0,Non-OECD,199,1859.033908968466,16.72800126097864,0.006581092711117973,2.22736697561858,-0.8222050263733933,2.9650363865856946,0.262900933255355,28.953557861325606,0.21189215054675714,2.086386620605225,-1.4507540113964592,-0.750114694357717
QUR,17.10060294792885,13.831957370543762,4.364494920083928,11.765685079518846,12.73610802784492,3876,164,440.8453088892642,2.2212522073973653,7.510264046290243,-0.35106736893698254,0,0,0,Non-OECD,164,620.4384417165113,12.824459277986673,0.021189255629158615,2.3646793488943647,0.26276878777669965,2.703676830246588,0.9097122486190198,24.689426557735175,0.2158138819077391,0.0013917587995564418,-1.3494295100203701,-1.1713480403237775
ROU,13.65358714762766,13.02506092543672,10.37086907797351,12.349839050345963,3.28271806965415,7364,262,427.7599966689727,2.074458692796566,5.620197085964165,-0.36212655566693946,0,0,0,Non-OECD,262,859.794326161044,15.715136944966568,0.009133568648256218,2.184407636270683,-0.0727422138775615,2.6557090130386216,0.17758848313924436,24.69245589995816,0.44463538219850135,-0.010729936764236092,0.004049081286056633,-0.4056217594651322
SAU,-3.8262874938725417,-3.8262874938725417,-5.815762839258241,-4.4894459423344415,1.9894753453856993,6928,193,388.781606995968,1.619281628799731,7.548039613476952,-0.2896089240150509,0,0,0,Non-OECD,193,404.6743167153379,11.801665441561234,0.17346666094844332,2.587462696379362,-0.9054968118827776,2.859504078255957,0.240507393878689,32.892129670627014,0.23995279503040295,3.486346403179797,-0.3968885235873143,0.22172731443997662
SGP,14.009233885191406,14.009233885191406,4.553716729069379,10.85739483315073,9.455517156122028,6606,164,574.6638195932204,2.397777620497072,5.759513949645574,0.3064482318690433,1,0,0,East Asia,164,1221.8596819953368,12.144985669861548,0.08652401889348008,2.141349887015823,-0.87445963748253,3.136859097883931,-1.1334350256783816,33.464880474426344,0.1698297018543187,2.0688589492899823,-1.289651901944965,2.6197703076313292
SLV,11.694188650241074,9.5876444699976,3.443603111778202,8.241812077338958,8.250585538462872,6705,290,343.46910097672264,2.390112409890079,7.094308635181003,-1.391598156704186,0,0,0,Non-OECD,290,588.4276611306918,29.85364289689983,0.2099233631074714,2.3991137665037794,NA,1.100495111705576,0.10096908640895243,28.55355607227483,0.617739794181385,NA,2.1349457166284194,-2.942231664410091
SRB,6.641317935093923,6.641317935093923,4.849459130048899,6.044031666745582,1.791858805045024,6413,183,439.8766666814575,1.6670594788675626,6.085441467628004,-0.20239388689623117,0,0,0,Non-OECD,183,748.5238552466507,10.972301111374096,0.019225151647676516,2.1301133623343773,-0.23934099183258595,3.620439317086362,NA,26.75144816030241,0.21302553788056483,1.2176717176227627,-1.3770552162861465,NA
SVK,-0.2975719966740371,-0.2975719966740371,-3.27617964855051,-1.2904412139661947,2.978607651876473,5824,288,463.9946184782649,1.5714019999126323,5.070022585385956,-0.3029966638479775,0,0,1,OECD (other),288,434.1287378930821,12.556962207007004,0.11807776878513973,2.076768944466158,-0.3840970598971848,3.218260131498856,0.12451821348402171,21.698615275350427,0.4005714755144245,0.8776631666976036,0.30569804325063216,0.2868069636812086
SVN,7.6920937351811745,7.6920937351811745,-0.5168338525539298,4.955784539269473,8.208927587735104,6721,345,484.52900864834976,1.7566753265793495,5.127291709536568,0.2258082638351057,0,0,1,OECD (other),345,492.7825409766386,10.66450410526295,0.02552329171457734,1.7724903097361753,-0.2618915706354201,3.497832395631402,-0.3857221978322936,26.50494363424848,0.22759215794126214,-0.20287865897973412,-1.253632454691321,1.5593936947932359
SWE,-30.24761312357458,-30.24761312357458,-21.66302225600407,-27.38608283438441,-8.584590867570512,6072,262,481.7660653970073,1.405039039241786,4.028415993195013,0.326591020590031,0,1,1,Nordic,262,463.51038560453014,12.054113384048815,NA,2.338960012627558,0.07274514496448928,1.5294619466577923,-0.6181769722916651,24.224288121669076,0.13747050435760128,-1.0012389538323678,NA,1.7132883062312159
TAP,47.82373936968304,31.487307223619723,31.487307223619723,36.932784605640826,16.336432146063316,5857,182,547.0941643886058,1.835818432046826,4.979530979756557,-0.18541301096194937,1,0,0,East Asia,182,1880.7837670547196,13.354993839168168,0.303642745834974,1.7546423404971638,-0.1709100991931404,3.1619006599371184,-0.41057610337704203,33.352156430905055,0.20672911026241508,-0.8375084640478873,0.08386102835835807,1.0951058143133652
THA,15.956198111724689,12.036857160903764,0.9904124831059562,9.661155918578135,14.965785628618733,8495,279,393.9453559167337,2.185574722430571,5.399248663978697,-1.2310386460231368,0,0,0,Non-OECD,279,1711.7429683566954,20.039882832761567,0.17464595894670176,2.0581711260917053,-0.07233941029642421,3.671192559918724,0.279933144372366,34.54217440892494,0.48760887516275814,0.6517105209126564,1.1430258874359773,-1.4070103955182025
TUR,20.776499847512017,17.927651452526334,9.08981344040103,15.93132158014646,11.686686407110988,7250,196,453.15176740183233,1.985780510800239,6.003365177107964,-1.1854430482598908,0,0,1,OECD (other),196,721.7574039143356,14.102176202788167,0.12977090188304205,2.0546166303710365,NA,2.542698926683587,-0.5653476431568687,30.157906644208794,0.5053267371113296,NA,1.016096030075469,1.2312426256594384
URY,3.5444893218524385,1.241793394007118,-5.156197767146239,-0.12330501709556074,8.700687088998677,6618,222,408.7120663921702,1.988215895770956,5.636925812508203,-0.8328537154717347,0,0,0,Non-OECD,222,888.9586410342941,13.806129624254579,0.14184484069977532,2.2437107393756444,0.09456335037841242,1.7638989765210107,0.13381477296297456,27.329148850156,0.44038977503053983,-1.140599151836223,0.6776249234518144,0.0338915020602048
USA,3.8349719328900846,3.8349719328900846,2.40995968059849,3.3599678487928863,1.4250122522915945,4552,154,464.888043012123,1.6352099305192875,4.531323268058314,0.05616286857446633,0,0,1,OECD (other),154,1384.655171341299,16.206154357225802,0.04552590285414333,2.3761491602223446,0.1244235741684394,2.7475273683715407,-0.6554583029014486,25.801156024204253,0.2656004108504916,0.38689774536738575,-0.9127672278185877,0.9948607629264008
UZB,5.6065917106681695,5.32675818860173,4.094741708500408,5.009363869256769,1.511850002167762,7293,202,363.93537468143256,2.2235427649990847,7.6166443439267,-0.6886793689979404,0,0,0,Non-OECD,202,840.9676035364565,13.730957858977263,0.001565802983990005,2.1527102409401193,NA,4.496227083821707,0.6059498214380096,31.363017526796007,0.1702959740976618,NA,-1.7348013153104267,-0.7982561781937952
VNM,27.72188517929976,23.458920450950018,11.014550262635453,20.73178529762841,16.70733491666431,6068,178,469.4024274813042,2.221502588308096,8.054722901714175,-1.2884180884607053,1,0,0,East Asia,178,1265.3024069222527,19.396196861273854,0.08312445714508691,2.2850006680757136,-0.25527324335768264,2.921299839259544,0.1088965453870979,41.25385984014715,0.5204568418623784,1.0479573305805454,0.8637989809175222,-0.9786668233219954
